text,Legal(LG),Functional(F),LookandFeel(LF),Privacy(PR),Reliability(RL),Recoverability(RC),Audit(AU),Maintenance(MT),Operational(OP),Security(SC),OtherFunctional(OT),Usability(US),AccessControl(AC),PerformanceandScalability(PS),Availability(AV)
use computerized provider order entry cpoe for medication orders directly entered by any licensed healthcare professional who can enter orders into the medical record per state local and professional guidelines,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
more than 60 percent of all unique patients with at least one medication in their medication list seen by the ep have at least one medication order entered using cpoe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
use computerized provider order entry cpoe for medication orders directly entered by any licensed healthcare professional who can enter orders into the medical record per state local and professional guidelines,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
more than 60 percent of all unique patients with at least one medication in their medication list admitted to the eligible hospitals or cahs inpatient or emergency department pos 21 or 23 have at least one medication order entered using cpoe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
for  4956d10 report ambulatory clinical quality measures to cms or in the case of medicaid eps the states report the ambulatory clinical quality measures selected by cms electronically to cms or in the case of medicaid eps the states in the manner specified by cms or in the case of medicaid eps the states,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 the information specified in paragraph a of this section for each of the qualifying ma organizations ma eps and maaffiliated eligible hospitals,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the hospitalbased exclusion in paragraph c of this section does not apply to the medicaidep qualifying based on practicing predominantly at a fqhc or rhc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i generate lists of patients by specific conditions to use for quality improvement reduction of disparities research or outreach,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ii capability to submit electronic data to immunization registries or immunization information systems and actual submission in accordance with applicable law and practice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iii capability to provide electronic submission of reportable as required by state or local law lab results to public health agencies and actual submission in accordance with applicable law and practice and,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iv capability to provide electronic syndromic surveillance data to public health agencies and actual transmission in accordance with applicable law and practice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c is pursuing initiatives to encourage the adoption of certified ehr technology to promote health care quality and the exchange of health care information subject to applicable laws and regulations governing such exchange,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
each state medicaid hit plan must include all of the following elements,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
for state systems interoperability and the current and future visions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 a description of the process in place for ensuring improvements in health outcomes clinical quality or efficiency resulting from the adoption of certified ehr technology by recipients of medicaid incentive payments and a methodology for verifying such information,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9 a description of the process in place for ensuring that any certified ehr technology used as the basis for a payment incentive to medicaid providers is compatible with state or federal administrative management systems including the mmis or other automated claims processing system or information retrieval system and a methodology for verifying such information,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7 a description of the process in place to ensure that no amounts higher than 100 percent of ffp will be claimed by the state for reimbursement of expenditures for state payments to medicaid eligible providers for the certified ehr technology incentive payment program and a methodology for verifying such information,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8 a description of the process in place to ensure that no amounts higher than 90 percent of ffp will be claimed by the state for administrative expenses in administering the certified ehr technology incentive payment program and a methodology for verifying such information,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
f a commitment to conduct and complete activities which will result in the production of the state medicaid hit plan that includes conduct of the following activities,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the standards contained in this section do not relieve the grantee of the contractual responsibilities arising under its contracts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grantees of departmental awards must take all of the following steps to further this goal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13 procurement records and files for purchases in excess of the simplified acquisition threshold must include the following at a minimum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
record all of the following demographics preferred language gender race ethnicity and date of birth,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
base ehr means an electronic record of healthrelated information on an individual that,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1 includes patient demographic and clinical health information such as medical history and problem lists,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i to provide clinical decision support,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ii to support physician order entry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iii to capture and query information relevant to health care quality,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iv to exchange electronic health information with and integrate such information from other sources,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v to protect the confidentiality integrity and availability of health information stored and exchanged and,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
i for no fewer than 9 clinical quality measures covering at least 3 domains from the set selected by cms for eligible professionals including at least 6 clinical quality measures from the recommended core set identified by cms or,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ii for no fewer than 16 clinical quality measures covering at least 3 domains from the set selected by cms for eligible hospitals and critical access hospitals,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ii all other capabilities that are necessary to meet the objectives and associated measures under 42 cfr 4956 and successfully report the clinical quality measures selected by cms in the form and manner specified by cms or the states as applicable for the stage of meaningful use that an eligible professional eligible hospital or critical access hospital seeks to achieve,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
complete ehr 2011 edition means ehr technology that has been developed to meet at a minimum all mandatory 2011 edition ehr certification criteria for either an ambulatory setting or inpatient setting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
complete ehr 2014 edition means ehr technology that meets the base ehr definition and has been developed to meet at a minimum all mandatory 2014 edition ehr certification criteria for either an ambulatory setting or inpatient setting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qualified ehr means an electronic record of healthrelated information on an individual that,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1 includes patient demographic and clinical health information such as medical history and problem lists and,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i to provide clinical decision support,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ii to support physician order entry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iii to capture and query information relevant to health care quality and,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iv to exchange electronic health information with and integrate such information from other sources,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
onc applicability statement for secure health transport incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
onc xdr and xdm for direct messaging specification incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
onc transport and security specification incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
web content accessibility guidelines wcag 20 level a conformance incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 version 3 standard contextaware retrieval application infobutton incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 version 3 implementation guide urlbased implementations of the contextaware information retrieval infobutton domain incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 version 3 implementation guide contextaware knowledge retrieval infobutton serviceoriented architecture implementation guide incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
data element catalog incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
health level seven clinical document architecture cda release 2 continuity of care document ccd incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the healthcare information technology standards panel hitsp summary documents using hl7 ccd component hitsp or c32 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
astm e2369 standard specification for continuity of care record and adjunct to astm e2369 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 implementation guide for cda release 2 ihe health story consolidation incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the use of the unstructured document documentlevel template is prohibited,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the national council for the prescription drug programs ncpdp prescriber or pharmacist interface script standard implementation guide version 8 release 1 version 81 october 2005 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ncpdp script standard implementation guide version 106 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 251 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 version 251 implementation guide electronic laboratory reporting to public health release 1 us realm incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 231 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 251 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 251 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
phin messaging guide for syndromic surveillance incorporated by reference in  170299 and conformance clarification for ehr certification of electronic syndromic surveillance addendum to phin messaging guide for syndromic surveillance incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 231 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
implementation guide for immunization data transactions using version 231 of the health level seven hl7 standard protocol implementation guide version 22 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 251 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 251 implementation guide for immunization messaging release 10 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 251 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 251 implementation guide for immunization messaging release 14 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the cms physician quality reporting initiative pqri 2009 registry xml specification incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
physician quality reporting initiative measure specifications manual for claims and registry incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 251 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 version 251 implementation guide electronic laboratory reporting to public health release 1 us realm incorporated by reference in  170299 with errata and clarifications incorporated by reference in  170299 and elr 251 clarification document for ehr technology certification incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 implementation guide for cda release 2 quality reporting document architecture incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 clinical document architecture cda release 20 normative edition incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
implementation guide for ambulatory healthcare provider reporting to central cancer registries hl7 clinical document architecture cda incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 version 251 implementation guide si framework lab results interface incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
quality reporting document architecture category iii implementation guide for cda release 2 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the code set specified at 45 cfr 1621002a1 for the indicated conditions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
international health terminology standards development organization ihtsdo systematized nomenclature of medicine clinical terms snomed ct   july 2009 version incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ihtsdo snomed ct international release july 2012 incorporated by reference in  170299 and us extension to snomed ct march 2012 release incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the code set specified at 45 cfr 1621002a2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the code set specified at 45 cfr 1621002a5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the code set specified at 45 cfr 1621002a4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the code set specified at 45 cfr 1621002c3 for the indicated procedures or other actions taken,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
logical observation identifiers names and codes loinc version 227 when such codes were received within an electronic transaction from a laboratory incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
logical observation identifiers names and codes loinc database version 240 a universal code system for identifying laboratory and clinical observations produced by the regenstrief institute inc incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
any source vocabulary that is included in rxnorm a standardized nomenclature for clinical drugs produced by the united states national library of medicine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rxnorm a standardized nomenclature for clinical drugs produced by the united states national library of medicine august 6 2012 release incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 standard code set cvxvaccines administered july 30 2009 version incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 standard code set cvxvaccines administered updates through july 11 2012 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the office of management and budget standards for maintaining collecting and presenting federal data on race and ethnicity statistical policy directive no 15 as revised october 30 1997 see revisions to the standards for the classification of federal data on race and ethnicity available at http  wwwwhitehousegov omb fedreg_1997standards ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
as specified by the library of congress iso 6392 alpha3 codes limited to those that also have a corresponding alpha2 code in iso 6391,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
smoking status must be coded in one of the following snomed ct codes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the code set specified at 45 cfr 1621002c2 for the indicated conditions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hl7 version 3 standard clinical genomics pedigree incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
any encryption algorithm identified by the national institute of standards and technology nist as an approved security function in annex a of the federal information processing standards fips publication 1402 january 27 2010 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
any encrypted and integrity protected link,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the date time patient identification and user identification must be recorded when electronic health information is created modified accessed or deleted and an indication of which actions occurred and by whom must also be recorded,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a hashing algorithm with a security strength equal to or greater than sha1 secure hash algorithm sha1 as specified by the national institute of standards and technology nist in fips pub 1804 march 2012 must be used to verify that electronic health information has not been altered,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
the date time patient identification user identification and a description of the disclosure must be recorded for disclosures for treatment payment and health care operations as these terms are defined at 45 cfr 164501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
e record actions related to electronic health information audit log status and encryption of enduser devices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1i the audit log must record the information specified in sections 72 through 74 76 and 77 of the standard specified at  170210h when ehr technology is in use,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ii the date and time must be recorded in accordance with the standard specified at  170210g,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2i the audit log must record the information specified in sections 72 and 74 of the standard specified at  170210h when the audit log status is changed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ii the date and time each action occurs in accordance with the standard specified at  170210g,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3 the audit log must record the information specified in sections 72 and 74 of the standard specified at  170210h when the encryption status of electronic health information locally stored by ehr technology on enduser devices is changed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the date and time each action occurs in accordance with the standard specified at  170210g,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
any encryption and hashing algorithm identified by the national institute of standards and technology nist as an approved security function in annex a of the fips publication 1402 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the date and time recorded utilize a system clock that has been synchronized following rfc 1305 network time protocol incorporated by reference in  170299 or rfc 5905 network time protocol version 4 incorporated by reference in  170299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
h audit log conten t astm e214701reapproved 2009 incorporated by reference in  170299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 hitsp summary documents using hl7 continuity of care document ccd component hitsp or c32 july 8 2009 version 25 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
c astm international 100 barr harbor drive po box c700 west conshohocken pa 194282959 usa telephone 610 8329585 or http  wwwastmorg ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 astm e214701 reapproved 2009 standard specification for audit and disclosure logs for use in health information systems approved september 1 2009 ibr approved for  170210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 astm e236905 standard specification for continuity of care record ccr year of adoption 2005 astm approved july 17 2006 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 astm e236905 adjunct to e2369 standard specification continuity of care recordfinal version 10 v10 november 7 2005 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 hl7 standard code set cvxvaccines administered july 30 2009 ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 iis hl7 standard code set cvxvaccines administered updates through july 11 2012 ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 implementation guide for immunization data transactions using version 231 of the health level seven hl7standard protocol implementation guide version 22 june 2006 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 hl7 251 implementation guide for immunization messaging release 10 may 1 2010 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5 phin messaging guide for syndromic surveillance emergency department and urgent care data adt messages a01 a03 a04 and a08 hl7 version 251 version 231 compatible release 11 august 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6 conformance clarification for ehr certification of electronic syndromic surveillance adt messages a01 a03 a04 and a08 hl7 version 251 addendum to phin messaging guide for syndromic surveillance emergency department and urgent care data release 11 august 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7 hl7 251 implementation guide for immunization messaging release 14 august 1 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8 implementation guide for ambulatory healthcare provider reporting to central cancer registries hl7 clinical document architecture cda release 10 august 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9 elr 251 clarification document for ehr technology certification july 16 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 cms pqri 2009 registry xml specifications ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 2009 physician quality reporting initiative measure specifications manual for claims and registry version 30 december 8 2008 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 health level seven standard version 231 hl7 231 an application protocol for electronic data exchange in healthcare environments april 14 1999 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 health level seven messaging standard version 251 hl7 251 an application protocol for electronic data exchange in healthcare environments february 21 2007 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 health level seven implementation guide clinical document architecture cda release 2continuity of care document ccd april 01 2007 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 hl7 version 251 implementation guide electronic laboratory reporting to public health release 1 us realm hl7 version 251 orur01 hl7 informative document february 2010 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5 hl7 version 3 standard contextaware retrieval application infobutton release 1 july 2010 ibr approved for  170204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6 hl7 version 3 implementation guide urlbased implementations of the contextaware information retrieval infobutton domain release 3 december 2010 ibr approved for  170204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7 hl7 version 3 implementation guide contextaware knowledge retrieval infobutton serviceoriented architecture implementation guide release 1 hl7 draft standard for trial use march 2011 ibr approved for  170204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8 hl7 implementation guide for cda release 2 ihe health story consolidation dstu release 11 us realm draft standard for trial use july 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9 hl7 clinical document architecture release 20 normative edition may 2005 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10 hl7 version 251 implementation guide si framework lab results interface release 1us realm draft standard for trial use july 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11 hl7 version 3 standard clinical genomics pedigree release 1 edition 2011 march 2012 ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12 hl7 implementation guide for cda release 2 quality reporting document architecture dtsu release 2 universal realm draft standard for trial use july 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13 hl7 v251 ig electronic laboratory reporting to public health us realm release 1 errata and clarifications september 29 2011 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14 hl7 implementation guide for cda release 2 quality reporting document architecturecategory iii dstu release 1 us realm draft standard for trial use november 2012 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 network time protocol version 3 specification implementation and analysis march 1992 ibr approved for  170210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 network time protocol version 4 protocol and algorithms specification june 2010 ibr approved for  170210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 iso 6392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
codes for the representation of names of languages part 2 alpha3 code april 8 2011 ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 national council for prescription drug programs prescriber or pharmacist interface script standard implementation guide version 8 release 1 october 2005 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 script standard implementation guide version 106 october 2008 approval date for ansi november 12 2008 ibr approved for  170205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 annex a approved security functions for fips pub 1402 security requirements for cryptographic modules draft january 27 2010 ibr approved for  170210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 annex a approved security functions for fips pub 1402 security requirements for cryptographic modules draft may 30 2012 ibr approved for  170210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 applicability statement for secure health transport version 11 july 10 2012 ibr approved for  170202 available at http  healthithhsgov portal serverpt community healthit_hhs_gov__direct_project 3338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 xdr and xdm for direct messaging specification version 1 march 9 2011 ibr approved for  170202 available at http  healthithhsgov portal serverpt community healthit_hhs_gov__direct_project 3338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 transport and security specification version 10 june 19 2012 ibr approved for  170202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 logical observation identifiers names and codes loinc version 227 june 15 2009 ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 logical observation identifiers names and codes loinc database version 240 released june 2012 ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 international health terminology standards development organization systematized nomenclature of medicine clinical terms snomed ct international release july 2009 ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 international health terminology standards development organisation ihtsdo systematized nomenclature of medicine clinical terms snomed ct international release july 31 2012 ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 us extension to snomed ct march 2012 release ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 rxnorm august 6 2012 full release update ibr approved for  170207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5 data element catalog version 11 october 2012 ibr approved for  170204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 web content accessibility guidelines wcag 20 december 11 2008 ibr approved for  170204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
automatically and electronically generate and indicate in realtime notifications at the point of care for drugdrug and drugallergy contraindications based on medication list medication allergy list and computerized provider order entry cpoe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
provide certain users with the ability to adjust notifications provided for drugdrug and drugallergy interaction checks,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
enable a user to electronically check if drugs are in a formulary or preferred drug list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c maintain uptodate problem list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record modify and retrieve a patients problem list for longitudinal care in accordance with,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d maintain active medication list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record modify and retrieve a patients active medication list as well as medication history for longitudinal care,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
e maintain active medication allergy list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record modify and retrieve a patients active medication allergy list as well as medication allergy history for longitudinal care,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record modify and retrieve a patients vital signs including at a minimum height weight and blood pressure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 calculate body mass index,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
automatically calculate and display body mass index bmi based on a patients height and weight,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
plot and electronically display upon request growth charts for patients 220 years old,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically record modify and retrieve the smoking status of a patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smoking status types must include current every day smoker current some day smoker former smoker never smoker smoker current status unknown and unknown if ever smoked,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically receive clinical laboratory test results in a structured format and display such results in human readable format,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically display all the information for a test report specified at 42 cfr 4931291c1 through 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically attribute associate or link a laboratory test result to a laboratory order or patient record,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically select sort retrieve and generate lists of patients according to at a minimum the data elements included in,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically compare two or more medication lists,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically record modify retrieve and submit immunization information in accordance with,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
electronically record modify retrieve and submit syndromebased public health surveillance information in accordance with the standard specified in  170205d1 or  170205d2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enable a user to electronically identify and provide patientspecific education resources according to at a minimum the data elements included in the patients problem list medication list and laboratory test results as well as provide such resources to the patient,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
for each meaningful use objective with a percentagebased measure electronically record the numerator and denominator and generate a report including the numerator denominator and resulting percentage associated with each applicable meaningful use measure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
assign a unique name possibly and possibly number for identifying and tracking user identity and establish controls that permit only authorized users to access electronic health information,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
permit authorized users who are authorized for emergency situations to access electronic health information during an emergency,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
terminate an electronic session after a predetermined time of inactivity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
record actions related to electronic health information in accordance with the standard specified in  170210b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
enable a user to generate an audit log for a specific time period and to sort entries in the audit log according to any of the elements specified in the standard at  170210b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1 create a message digest in accordance with the standard specified in  170210c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 verify in accordance with the standard specified in  170210c upon receipt of electronically exchanged health information that such information has not been altered,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
detect the alteration of audit logs,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
verify that a person or entity seeking access to electronic health information is the one claimed and is authorized to access such information,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
